Year,Period,labor force participation rate,employment-population ratio,labor force,employment,unemployment,unemployment rate
2019,Mar,69.9,67.7,1032289,1000359,31930,3.1
2019,Apr,69.9,67.7,1032977,1000895,32082,3.1
2019,May,69.9,67.7,1033738,1001634,32104,3.1
2019,Jun,69.9,67.7,1034636,1002586,32050,3.1
2019,Jul,69.9,67.8,1035771,1003867,31904,3.1
2019,Aug,70.0,67.8,1036782,1005104,31678,3.1
2019,Sep,70.0,67.9,1037715,1006262,31453,3.0
2019,Oct,70.0,67.9,1038333,1007091,31242,3.0
2019,Nov,69.9,67.8,1038315,1007168,31147,3.0
2019,Dec,69.9,67.8,1038216,1007064,31152,3.0
2020,Jan,70.0,67.9,1040313,1009700,30613,2.9
2020,Feb,70.1,68.1,1042449,1012433,30016,2.9
2020,Mar,71.4,68.6,1062553,1019925,42628,4.0
2020,Apr,71.2,65.0,1059547,966909,92638,8.7
2020,May,69.3,65.6,1031135,976313,54822,5.3
2020,Jun,70.1,66.2,1044038,986307,57731,5.5
2020,Jul,70.2,66.8,1046974,995757,51217,4.9
2020,Aug,69.6(P),66.8(P),1037953(P),996486(P),41467(P),4.0(P)
