Year,Period,labor force participation rate,employment-population ratio,labor force,employment,unemployment,unemployment rate
2019,Jun,60.7,59.1,662720,644530,18190,2.7
2019,Jul,60.8,59.1,663544,645387,18157,2.7
2019,Aug,60.9,59.3,664641,646583,18058,2.7
2019,Sep,61.0,59.4,665785,647883,17902,2.7
2019,Oct,61.1,59.5,666583,648848,17735,2.7
2019,Nov,61.1,59.5,666654,648988,17666,2.6
2019,Dec,61.1,59.5,666539,648873,17666,2.7
2020,Jan,61.3,59.6,668169,650377,17792,2.7
2020,Feb,61.4,59.7,669072,651215,17857,2.7
2020,Mar,61.1,59.6,665727,649770,15957,2.4
2020,Apr,58.2,44.3,633724,482814,150910,23.8
2020,May,57.5,44.0,626986,479621,147365,23.5
2020,Jun,57.9,50.2,630798,546317,84481,13.4
2020,Jul,58.6,50.7,638124,552045,86079,13.5
2020,Aug,58.5(P),51.2(P),636886(P),557206(P),79680(P),12.5(P)
