Year,Period,labor force participation rate,employment-population ratio,labor force,employment,unemployment,unemployment rate
2019,Jun,64.2,61.9,554515,534489,20026,3.6
2019,Jul,64.3,62.0,555092,535185,19907,3.6
2019,Aug,64.3,62.0,555753,536052,19701,3.5
2019,Sep,64.4,62.1,556431,536955,19476,3.5
2019,Oct,64.4,62.2,556922,537609,19313,3.5
2019,Nov,64.4,62.2,556972,537676,19296,3.5
2019,Dec,64.4,62.1,556912,537582,19330,3.5
2020,Jan,64.4,62.2,557583,538637,18946,3.4
2020,Feb,64.5,62.4,558531,539751,18780,3.4
2020,Mar,65.3,62.2,565163,538703,26460,4.7
2020,Apr,61.1,50.0,529069,433290,95779,18.1
2020,May,60.3,50.4,522456,436675,85781,16.4
2020,Jun,63.7,55.7,551766,482402,69364,12.6
2020,Jul,64.3,57.0,557007,493874,63133,11.3
2020,Aug,62.4(P),54.4(P),541287(P),471828(P),69459(P),12.8(P)
