Year,Period,labor force participation rate,employment-population ratio,labor force,employment,unemployment,unemployment rate
2019,Jun,69.3,67.7,403647,393878,9769,2.4
2019,Jul,69.3,67.6,403815,393961,9854,2.4
2019,Aug,69.3,67.6,403898,394044,9854,2.4
2019,Sep,69.3,67.6,403977,394189,9788,2.4
2019,Oct,69.2,67.6,404014,394318,9696,2.4
2019,Nov,69.2,67.6,403988,394349,9639,2.4
2019,Dec,69.2,67.5,403982,394353,9629,2.4
2020,Jan,69.2,67.6,404282,394947,9335,2.3
2020,Feb,69.2,67.7,404488,395451,9037,2.2
2020,Mar,69.4,68.0,405729,397604,8125,2.0
2020,Apr,69.5,63.2,406657,369752,36905,9.1
2020,May,68.8,62.5,402457,365917,36540,9.1
2020,Jun,69.0,63.9,403755,373922,29833,7.4
2020,Jul,68.7,64.1,402156,375547,26609,6.6
2020,Aug,67.7(P),64.3(P),396981(P),377061(P),19920(P),5.0(P)
