Year,Period,labor force participation rate,employment-population ratio,labor force,employment,unemployment,unemployment rate
2018,Oct,60.8,58.4,9531730,9158403,373327,3.9
2018,Nov,60.8,58.4,9542679,9165087,377592,4.0
2018,Dec,60.9,58.5,9549429,9167089,382340,4.0
2019,Jan,60.9,58.4,9547462,9161783,385679,4.0
2019,Feb,60.8,58.4,9534512,9148538,385974,4.0
2019,Mar,60.7,58.3,9514746,9130757,383989,4.0
2019,Apr,60.6,58.2,9495586,9115005,380581,4.0
2019,May,60.6,58.2,9483005,9106058,376947,4.0
2019,Jun,60.6,58.2,9480192,9105741,374451,3.9
2019,Jul,60.6,58.2,9488460,9115194,373266,3.9
2019,Aug,60.7,58.3,9501909,9129585,372324,3.9
2019,Sep,60.8,58.4,9516997,9145414,371583,3.9
2019,Oct,60.9,58.5,9527899,9156652,371247,3.9
2019,Nov,60.9,58.5,9529070,9157857,371213,3.9
2019,Dec,60.9,58.5,9527712,9156258,371454,3.9
2020,Jan,61.0,58.7,9542921,9178410,364511,3.8
2020,Feb,61.1,58.8,9551655,9197589,354066,3.7
2020,Mar,60.2,57.7,9411433,9022695,388738,4.1
2020,Apr,58.1,49.2,9084012,7691738,1392274,15.3
2020,May,58.2,49.7,9089160,7770529,1318631,14.5
2020,Jun,60.1,50.7,9379581,7911749,1467832,15.6
2020,Jul,61.4,51.6,9580264,8054373,1525891,15.9
2020,Aug,60.8(P),53.2(P),9493609(P),8306728(P),1186881(P),12.5(P)
