Year,Period,labor force participation rate,employment-population ratio,labor force,employment,unemployment,unemployment rate
2019,Jun,62.3,60.4,690978,670722,20256,2.9
2019,Jul,62.3,60.5,691444,671381,20063,2.9
2019,Aug,62.3,60.5,692182,672083,20099,2.9
2019,Sep,62.3,60.5,693045,672746,20299,2.9
2019,Oct,62.4,60.5,693661,673135,20526,3.0
2019,Nov,62.3,60.5,693715,673084,20631,3.0
2019,Dec,62.3,60.5,693630,672992,20638,3.0
2020,Jan,62.3,60.4,694174,672966,21208,3.1
2020,Feb,62.4,60.4,695029,672993,22036,3.2
2020,Mar,62.4,60.5,695329,674282,21047,3.0
2020,Apr,59.1,52.9,658950,590147,68803,10.4
2020,May,59.7,54.1,665863,603171,62692,9.4
2020,Jun,60.0,56.0,669925,624932,44993,6.7
2020,Jul,62.5,56.3,697299,628564,68735,9.9
2020,Aug,60.7(P),56.5(P),677635(P),630760(P),46875(P),6.9(P)
